Question,Answer
"신진연구인력 퇴직 적립금 - 안녕하세요. 저희 연구단의 신진연구인력 (박사후과정 연구원)이 25년 12월 ~26년 2월에 무급 육아휴직을 하였습니다. 이에 연구원의 연구중단과 인건비 미지급 처리를 하였는데, 퇴직금도 미적립되었습니다. 그러나 신진연구원이 1년이상 연속근무자에 해당되어, 육아휴직 기간에도 퇴직금 적립이 필수임을 확인하였습니다. 1) 2025년도 연구기간이 종료되었으나, 2025년도 연구비로 퇴직금을 적립해도 될까요? (신진연구인력인건비의 연구비 잔액이 있기에, 사유서를 첨부하고 지출신청을 하고자 합니다.) 2) 아니면 2026년도 연구비에서 퇴직금을 적립해도 되는지요? 감사합니다.",안녕하십니까 BK21사업팀입니다. 신진연구인력 퇴직금 관리는 사업연도 종료 시 해당 사업연도 기간 동안의 퇴직금을 충당하여야 합니다(4단계 BK21사업 예산편성 및 집행기준 제15조). 1. 사업비 집행은 당해년도 집행이 원칙입니다. 2025년도 사업년도는 종료되었으므로 불가합니다. 2. 불가합니다. 해당 사업년도 기간의 퇴직금을 충당하는 것이 원칙입니다. 감사합니다.
"[참여대학원생 자격요건] 참여대학원생 자격요건 - 안녕하세요 업무에 노고가 많으십니다. 참여대학원생 자격요건 관련하여 문의드립니다. 아래의 사항에 해당되는 경우 참여대학원생으로 선발이 가능한지 궁금합니다. 참여대학원생으로 선발하고자 하는 학생이 해외 공동연구 참여를 위해 미국 대학에 파견될 경우 현지 대학과 연구조교(RA)형태로 활동하고 인건비는 미국NIH재원에서 해당 대학을 통해 직접 지급받을 예정입니다. (J-1비자 예정, 국내기관과의 근로계약 및 국내 4대보험 가입에는 영향을 미치지 않을 경우) 이와 같은 해외 연구활동이 BK참여대학원생으로서의 4대보험 미가입 전일제 대학원생의 요건을 충족되는 것으로 판단할수 있는것인지 해당 활동이 전일제 인정 여부에 영향을 미치는지 궁금합니다. 이전의 Q&A사례들을 살펴보았을때 해외대학에 공동연구를 하면서 체류시 만일 타 과제로 해외 체류한다면 참여대학원생 자격요건인 40시간 이상 BK21사업 교육 및 연구목적에 부합해야한다는 조건 부합하지 않으며 근로계약 등을 통해 인건비 수당을 받게 되는 경우 참여대학원생 자격요건을 충족할 수 없다는 답변들은 확인을 했습니다만 구체적인 저희 사례에 대해 조금더 확인해보고자 문의드립니다. 참고사항으로 본 사업단(팀)은 BK 장학금 지급은 하지않는 기관이며 참여대학원생으로 선발이 가능하다면 해외연수비용 (항공료 또는 체재비) 을 지급하고자 합니다.","안녕하십니까 BK21사업팀입니다. 국내 근로계약 및 4대보험 가입과 별개로, 해당 해외기관과의 근로계약 등이 체결되는 경우 BK21사업 참여가 불가합니다. 또한, 근로계약 여부와 상관없이 해당 활동으로 인해 주40시간 이상 교육연구단(팀)의 연구 및 교육에 전념할 수 없다면 참여종료하여야 합니다. 해당 활동으로 인해 휴학을 하는 경우에도 참여종료가 필요합니다(휴학생은 BK21 참여불가). 감사합니다."
"타 과제 선정으로 인한 대학원생의 참여 제외 가능 여부 문의드립니다. - 참여대학원생이 BK21 과제와 장학금/인건비 중복 수혜가 불가능한 과제(예: 연구재단 석박사연구장려금 지원사업)에 지원하여 선정된 경우, 해당 학생을 BK21 참여 대학원생 목록에서 제외하는 것이 가능할지 문의드립니다. 감사합니다.","안녕하십니까

BK21사업팀입니다.

가능합니다(참여종료 사유서 및 건강보험자격득실확인서 구비 필요).

감사합니다."
참여대학원생 장학금 지급 기간 문의 - 박사수료생이 2025-1학기(25.03~25.08)에 장학금을 받고 2025-2학기에는 받지 않았습니다. 이때 이 박사수료생이 26.03~26.04 2개월만 장학금을 받고 지급을 중지할 수 있나요??(BK는 계속 참여),"안녕하십니까

BK21사업팀입니다.

해당 사항은 불가합니다.

지원대학원생은 최소 1개 학기(연속 6개월) 이상 장학금 지급이 가능하여야 합니다.

감사합니다."
"국제화 경비 집행 관련 문의 - 안녕하세요. 국제화 경비 집행 관련 문의드립니다. Q&A 확인 시, 국제 학술대회 공동 개최하는 경우 기타 경비 지원이 가능함으로 확인하였습니다. (공동 주최임이 확인 가능한 관련 내부증빙 및 계획서 모두 구비할 예정입니다.) 기타국제화경비 세목 : 기타연구개발서비스활용비, 국내출장비, 시내교통비, 학회세미나참가비, 특허수수료, 기타수수료 > 사용 예정 항목 : 인쇄비, 대관료, 행사개최비, 강사료, 연사분 체배비(숙박,교통 등.) 사용 예정 항목 모두 기타연구개발서비스활용비로 집행해도 되는지 문의드립니다. 문의드리는 이유는 기타국제화경비 세목에 편성된 교통비를 제외한 나머지 부분은 어느 항목으로 집행하는게 맞는지 확인하고자합니다. 감사합니다.","안녕하십니까. BK21사업팀입니다. 작성해주신 세목에 대해서는 교내 산학협력단의 확인이 필요한 것으로 판단됩니다. 인쇄비, 대관료, 행사개최비는 국제화경비 - 기타국제화경비에서, 연사가 해외학자에 해당한다면 강사료 및 체제비, 여비는 국제화경비 - 해외학자 초빙에서, 국내인사에 해당한다면 교육연구단 운영비 - 학술활동지원비에서 집행 가능합니다. 감사합니다."
참여교수 겸임 문의 - 안녕하세요. 참여교수 겸임관련 문의 드립니다. 저희 연구단은 혁신인재양성 교육연구단으로 융합학과를 운영중입니다. 참여교수가 본 소속이 있고 저희 융합학과를 겸임하고 계십니다. 추가로 BK 해당학과가 아닌 학과에 추가 겸임을 고려하고 있습니다. 추가 겸임하여도 사업참여에 문제가 없는지 확인 부탁드립니다. 감사합니다.,"안녕하십니까 BK21사업팀입니다. BK21 수행사업의 종류와 겸임을 고려하고 있는 학과의 BK21 수행여부에 따라 달라질 수 있습니다. 본 소속학과, 겸임을 고려하고 있는 학과의 BK21 수행여부 및 사업(미래/혁신)을 확인하여 주시기 바랍니다. 감사합니다."
"교육연구단 주최 국제학술대회 경비 집행 관련 - 안녕하세요. 미래인재양성 과학기술분야 입니다. 본 교육연구단 주최로 국내 소재지에서 국제학술대회를 개최하고자 합니다. 아래의 기준에 부합해야만 국제화경비(전문가활용 연사료 및 여비(항공/숙박/체재비)) 및 기타국제화경비(대관료 등 행사비)를 사용할 수 있는지, 아니면 부합하지 않아도 집행가능한 것인지 문의드립니다. [국제(학술)대회 인정기준] ○ 과학기술 분야 : 4개국 이상이 참여하며 총 구두발표 논문이 20건 이상, 구두발표 논문 발표자 중 외국기관 소속 외국인이 50% 이상(다만, 국내 개최 시에는 3분의 1 이상)",안녕하세요. BK21사업팀입니다. 집행 가능합니다.
"BK21사업 참여인력 정보 현행화 관련 문의 - 안녕하세요, BK21사업 참여인력 정보 현행화 관련하여 4/24(금)까지 완료하라는 안내를 받았습니다. bk종합정보시스템에서 [교육연구단정보/성과관리] > [참여인력관리] 에서 참여교수, 참여대학원생, 참여신진연구인력 관리 부분에서 26년도 1학기 참여자 정보를 기입하면 되는 것일까요? 혹은 증빙서류를 업데이트 해야 하는 것일까요? 내용 확인하여 주시면 감사하겠습니다!","안녕하세요 BK21사업팀입니다.

증빙은 별도로 구비해주시기 바라며, 

시스템에서는 해당 인력 및 대학원생 참여 정보와 지원 내용(인건비, 연구장학금)에 대해 현행화 해주시기 바랍니다.

감사합니다."
[Q&A] 국제 학술대회 등록비 및 프로시딩 결제 관련 문의 - 안녕하세요? 국제 학술대회 등록비 및 프로시딩 결제와 관련하여 문의드립니다. 국제 학술대회 등록비 결제 단계에서 금년 학술대회 프로시딩 출력본 구매 여부를 선택하여 함께 결제할 수 있는 옵션이 있습니다. (따로 결제는 불가) 해당 부분 국제화경비 항목으로 같이 결제하는 것이 가능할지 문의드립니다. 감사합니다.,안녕하십니까 BK21사업팀입니다. 해당 프로시딩 구입이 학회등록 시 필수라면 가능합니다. 감사합니다.
"25년도 참여대학원생 미등록 - 안녕하세요. 현재 참여인력 정보 등을 제대로 등록하였는지 확인하는 작업을 하고 있는데요. 이전 행정직원(담당자)이 참여대학원생을 미등록한 부분을 확인하였습니다. 학생은 25.9월에 신규추가된 대학원생이며, 10.1일자로 자퇴하여 과제에서 참여제외되었습니다. 확인해보니 KRI에도 정보가 모두 기입되어있지 않아 등록을 완료할 수 없습니다. 이런 경우 어떻게 처리해야할까요? 이 학생이 1달간 참여했고, 100만원 장학금 지급도 받았는데. 참여대학원생 관리에 그 기록을 꼭 남겨야하는 거죠?","안녕하십니까

BK21사업팀입니다.

해당 사항은 유선(042-869-6446)으로 문의바랍니다.

감사합니다."
"중간평가 추진 일정 관련 문의 - 안녕하세요. 미래인재양성사업 사업팀입니다. 2026년도 미래인재양성사업사업 2차 중간평가와 관련하여 문의드립니다. 공개된 공지사항에 따르면 평가 일정안은 아래와 같이 안내되어 있는 것으로 확인하였습니다. 보고서 서식(초안) 공개: 3월 중, 보고서 접수: 6~7월 중, 보고서 평가: 8~9월 중. 4월 현재 아직 보고서 서식 공개 관련 추가 안내가 아직 없는 상황으로, 이에 따라 다음 단계인 보고서 접수 일정에도 변동이 있는지 확인하고자 합니다. 답변 주시면 감사하겠습니다.",안녕하십니까 BK21사업팀입니다. 중간평가에 관련된 사항은 추후 공문 및 공지사항을 참고하여 주시기 바랍니다. 감사합니다.
"신진연구인력(포닥) 계약 기간 문의 - 안녕하세요, BK21 사업에 참여하는 신진연구인력 계약 관련으로 문의사항이 있습니다. BK21 사업에서는 신진연구인력의 계약기간은 1년 이상 2년이내로, 최대 4년까지 계약기간 갱신/연장할 수 있다고 정의하고 있습니다. 이때 계약기간은 ""총 기간""으로 이해하면 될지 문의드립니다. 계약서 상의 계약 기간은 쪼개져 있더라도 해당자가 참여한 기간이 총 12개월이면 문제가 없을까요? 예를 들어 기존에 12개월을 계약하고 재계약 시점입니다. 이때 재계약 시 10개월로 임용을 했다고 가정할 때 총 기간이 12개월이 넘었기 때문에 문제가 되지 않을지 확인 해주시면 감사하겠습니다. 언제나 업무에 많은 도움주셔서 감사합니다.",안녕하십니까 BK21사업팀입니다. 근로계약서에서 확인되는 계약기간이 1년 이상 2년이내여야 합니다. (재계약 시에도 1년이상 2년 이내 계약) 감사합니다.
"해외학자 초빙 가능 여부 문의 - 안녕하세요. 저희 연구단에서는 해외학자를 초빙하는 세미나를 진행하고자 합니다. 아래와 같은 상황에서 해외학자 초빙 비용 지출이 가능한지 문의드립니다. 1. 당초 해외학자초빙 계획이 없어, 종합정보시스템의 예산운영계획에 있는 '해외석학초빙'에는 예산이 반영되지 않은 상황입니다. 2. 인건비, 국제화경비 등 다른 항목의 잔여 예산을 전용하여, 해외학자를 초빙하는 세미나를 개최 및 지원하고자 내부 논의 중입니다. 3. 「4단계 두뇌한국(BK)21 사업 예산편성 및 집행기준」제18조제5항제5호에서는 예외적으로 해외학자의 원격 화상강의료, 자문료 지급에 대해 사업신청서 또는 연차별 예산운영계획에 사전에 명시되어 있어야 가능하다고 되어 있습니다. 4. 저희 연구단은 해외학자를 초빙 시, 해외학자의 원격 화상강의료, 자문료 지급이 아닌 항공료 등 여비와 체재비 정도만 지원(제18조제5항제1호)하려고 합니다.","안녕하십니까. BK21사업팀입니다. 자체 내부품의 등을 통해 비목 변경 후 정산시 반영하여 주시기 바랍니다. 해외학자는 해외 소재 대학, 연구소, 기업체 소속의 교수 또는 연구원이어야 하오니 유의바랍니다. (4단계 BK21사업 관리운영지침 제14조의3) 감사합니다."
"[BK 종합정보시스템] 교육구단(팀)장 변경 오류 문의 - 안녕하십니까, 동아대학교 산학협력단입니다. BK 종합정보시스템에서 교육구단(팀)장을 변경하고자합니다. 오류건으로 보이는 신청 2건으로 인하여 산학협력단 승인 처리를 하여도 반영되지않습니다. 해당 오류건 확인부탁드리겠습니다. 유선 연락은 051-200-6508 로 부탁드리겠습니다.",안녕하십니까 BK21사업팀입니다. 정확한 확인을 위해 해당 사항은 유선(042-869-6446)으로 문의바랍니다. 감사합니다.
"사업비 지급 일정 문의 - 안녕하세요, BK21 QNA 관리자님. 이전 사업비 지급 일정 관련 Q&A를 확인한 결과, 사업비는 4월 초 지급 예정이며 추후 공지사항 또는 공문으로 안내될 예정이라고 되어 있었습니다. 현재 4월 초가 지난 시점인데, 혹시 사업비 지급 일정이 얼마나 지연되고 있는지, 또는 예상 지급 시점이 언제인지 확인 가능할지 문의드립니다. 감사합니다.","안녕하십니까

BK21사업팀입니다.

해당 사항은 교내 산학협력단으로 문의바랍니다.

감사합니다."
종합정보관리시스템 학위과정 선택 - 안녕하세요. 혁신인재 양성사업 신산업 분야에 참여 중인 교육연구단입니다. 학부-대학원 연계과정으로 대학원에 입학한 참여대학원생의 학위과정 선택 문의입니다. 학부-대학원 연계과정으로 대학원에 입학한 학생은 - 학사 졸업학위가 있는 상태이며 - 대학원 입학 시 석사과정 혹은 석박사통합과정으로 입학합니다. - 현재 학적부로는 '학위과정: 석사 혹은 통합'으로 조회됩니다. 이때 아래 각 학생은 종합정보관리시스템 학위과정 선택 시 어떤 항목으로 선택하여야 하나요? 1. 학부-대학원 연계과정으로 대학원에 입학한 현재 석사과정생(학부 졸업 후 대학원 입학): 학석통합과정 / 석사과정 中 2. 학부-대학원 연계과정으로 대학원에 입학한 현재 통합과정생(학부 졸업 후 대학원 입학): 학석통합과정 / 석박통합과정 中 이때까지는 현재 학적부상 확인되는 '과정'을 기준으로 석사과정 혹은 석박통합과정을 선택하였습니다. 혹시 학석통합과정으로 선택해야 한다면 이전 학기의 학생 정보도 수정 가능할지 문의드립니다. 답변을 부탁드립니다. 감사합니다.,안녕하십니까. BK21사업팀입니다. 학적부상 확인되는 과정을 기준으로 입력하여 주시기 바랍니다(1. 석사 / 2. 석박통합 / 학적부상 학석통합으로 확인된다면 학석통합으로 입력). 감사합니다.
"[Q&A] 16312 질의 연결 입니다 - 16312 질의 연결 하여 문의 드립니다. 참여시작월이 3월이 아니고 4월 부터 가능하다고 하면 참여대학원생의 연구 참여 시작 시점은 학기 시작(예:3월)에 제한 되지 않으며, 사업기간 내에서 자율적으로 설정할 수 있으며, 최소 6개월 이상 연속 참여가 가능해야 한다. 학기 기준이 아닌 월 단위 연속 참여 인정 으로 확인을 해도 될까요 ?","안녕하십니까

BK21사업팀입니다.

단순참여의 경우, 최소 1개학기 참여가 필수는 아닙니다.

따라서 6개월 미만 단순참여도 가능합니다.

지원대학원생(연구장학금 지급대상)으로 선발되는 경우 최소 1개학기(연속 6개월)이상 연구장학금 지급이 가능하여야 하며(필수),

연속하여 6개월 이상이라면 인정 가능합니다.

감사합니다."
"국제학술대회 경비 집행 문의 - 안녕하세요. 국제학술대회 경비 집행 가능 여부를 문의드립니다. 해당 학생은 2026.05.26.~2026.08.28. 기간 동안 미국 인턴십 참여 예정으로, 해당 기간에는 BK 참여대학원생에서 제외 처리할 예정이며, 인턴십 종료 이후 다시 참여대학원생으로 등록할 계획입니다. 또한, 2026.08.31. 개최되는 국제학술대회에 발표자로 참석 예정입니다. 이와 관련하여, 인턴십 참여 이전에 BK 재원으로 항공료 등 국제학술대회 경비를 사전 집행하는 것이 가능한지 문의드립니다. 감사합니다.",안녕하십니까. BK21사업팀입니다. 유선으로 안내드린 사항으로 확인됩니다. 감사합니다.
"[16295건 추가 질의] 국제학술대회 경비 지출 - 앞선 답변 감사드립니다. 앞서 설명드린 상황과 관련하여 추가로 확인하고자 합니다. 연구비 카드 사용 시점은 6차년도(2026년 2월)이나, 실제 학회 개최 및 연구 활동은 7차년도 기간에 해당합니다. 이 경우, 연구비 카드 사용은 6차년도에 한 건인데 현재 7차년도 예산에서 지출하는 것이 규정상 가능한지 답변 부탁드립니다. (*6차년도 예산은 집행되지 않았습니다.)",안녕하십니까 BK21사업팀입니다. 정확한 질의 파악을 위해 해당 사항은 유선(042-869-6446)으로 문의바랍니다. 감사합니다.
"참여대학생 참여기간 문의 - 안녕하세요, 참여대학생 참여기간에 대해 정리가 필요 하여 문의 드립니다. 1. A학생 참여 시작일이 3월이 아닌 4월 부터 시작 하여 최소 6개월 이상 참여하여 연구 장학금 지급이 가능 할까요 ? ( 연구 참여 시작월이 꼭 3월이 아니여도 가능 한지 ) 2. B학생 25년 12월 부터 참여 하여 26년 5월(6개월) 까지 참여가 가능 하여 해당 기간 동안 연구비 장학금 지급을 하려고 하는데, 학기별 지급이 아닌 25년, 26년 두 년도에 걸쳐 예산 분리 지급이 가능 할까요 ?","안녕하십니까 BK21사업팀입니다. 1. 가능합니다(참여시작일이 3/1이 아니라도 참여시작 가능) 2. 대학원생 연구장학금의 학기별, 분기별, 월별 등 지급 기준은 교육연구단 자체 운영규정에 따라 지급 가능합니다. 당해년도 사업비는 당해년도 집행이 원칙이므로, 2025년 12월 ~ 2026년 2월은 6차년도(2025년) 사업비로 집행 가능하며, 2026년 3월 ~ 2026년 5월은 7차년도(2026년) 사업비에서 집행 가능합니다. 감사합니다."
